Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Max,Mean,SD,CV
379,79625.0,84360.0,106842.0,80524.0,112422.0,88349.0,78464.0,77768.0,74223.0,85547.0,81634.0,80291.0,78646.0,79401.0,72256.0,86325.0,79259.0,87567.0,81113.0,84764.0,98359.0,97529.0,84027.0,78286.0,80213.0,86970.0,80026.0,75835.0,86654.0,93179.0,71532.0,78857.0,86753.0,90505.0,100641.0,101622.0,112422.0,85288.0,9401.883853781645,0.11023688975918822
380,80946.0,94316.0,96375.0,75477.0,111705.0,90251.0,78869.0,76208.0,77260.0,86382.0,81511.0,78225.0,77446.0,83365.0,72420.0,89371.0,84408.0,86615.0,75144.0,91088.0,99375.0,93058.0,77249.0,76543.0,82012.0,83830.0,79345.0,76249.0,83914.0,87327.0,73942.0,89156.0,92154.0,87263.0,100355.0,97220.0,111705.0,85177.05555555556,8790.022263100502,0.10319706646078333
381,79893.0,105511.0,90158.0,81526.0,111022.0,89306.0,77206.0,77109.0,78674.0,86164.0,80369.0,79501.0,78657.0,83890.0,75429.0,88578.0,82651.0,84815.0,78490.0,96688.0,99834.0,89087.0,74836.0,76474.0,82188.0,87796.0,78698.0,75137.0,78481.0,96794.0,76555.0,88372.0,93474.0,95683.0,85712.0,92118.0,111022.0,85468.77777777778,8798.009718463196,0.10293828866183591
382,79752.0,117128.0,86604.0,90865.0,102146.0,86837.0,74595.0,75481.0,77490.0,85483.0,80576.0,82093.0,78583.0,85857.0,76954.0,90367.0,84698.0,83003.0,85471.0,99784.0,100101.0,83375.0,76103.0,74300.0,79612.0,88360.0,78635.0,77099.0,83374.0,103046.0,78792.0,90714.0,95987.0,89672.0,79971.0,87518.0,117128.0,85845.16666666667,9356.326441089059,0.1089907190397719
383,80663.0,121792.0,83466.0,100941.0,97584.0,82899.0,75428.0,78476.0,76365.0,84639.0,80759.0,85241.0,77925.0,86874.0,75261.0,94009.0,75438.0,83578.0,94507.0,102210.0,99405.0,77253.0,85175.0,76970.0,84869.0,87869.0,76978.0,79179.0,83750.0,106580.0,75606.0,93066.0,96744.0,89694.0,75290.0,83101.0,121792.0,86377.33333333333,10510.388577762267,0.1216799381523193
384,80135.0,117296.0,81114.0,114431.0,92967.0,83056.0,76153.0,77992.0,81456.0,82559.0,81652.0,83176.0,81463.0,90121.0,81204.0,95535.0,76228.0,80720.0,99092.0,101283.0,99423.0,75658.0,86194.0,78917.0,81040.0,86208.0,74368.0,78626.0,87068.0,101363.0,74344.0,106207.0,98904.0,89439.0,81178.0,82722.0,117296.0,87202.55555555556,10925.012853906612,0.12528317300226866
385,87301.0,112194.0,83097.0,119953.0,88096.0,83664.0,77157.0,77354.0,83306.0,84631.0,83712.0,85528.0,81063.0,87610.0,80652.0,95142.0,77543.0,83737.0,104029.0,100240.0,95735.0,81295.0,85897.0,79589.0,76977.0,87980.0,75541.0,81688.0,86409.0,97783.0,76390.0,109280.0,96993.0,91694.0,81254.0,83979.0,119953.0,87902.58333333333,10493.740010583559,0.11937919925277386
386,99782.0,101802.0,81744.0,120791.0,88908.0,86137.0,80279.0,79533.0,91386.0,83976.0,83590.0,88546.0,80186.0,84247.0,85131.0,91990.0,82622.0,80910.0,106710.0,98893.0,89958.0,86828.0,85033.0,80338.0,82121.0,89987.0,77015.0,84749.0,82071.0,92769.0,77831.0,109957.0,94691.0,89451.0,83924.0,81976.0,120791.0,88496.16666666667,9502.49167470184,0.10737743828491825
387,114589.0,94900.0,87862.0,117242.0,89701.0,91974.0,82995.0,84403.0,103283.0,90252.0,89825.0,92882.0,88834.0,82982.0,88875.0,93239.0,86201.0,82956.0,106408.0,94347.0,85774.0,91449.0,84696.0,80520.0,85995.0,90207.0,86013.0,92677.0,83479.0,102356.0,81425.0,104987.0,94523.0,85261.0,86742.0,88626.0,117242.0,91346.66666666667,8691.724263152086,0.095150973542024
388,128249.0,86780.0,80374.0,104724.0,84861.0,83609.0,80345.0,80854.0,116739.0,85014.0,85917.0,93300.0,80304.0,80214.0,90878.0,87470.0,81787.0,79925.0,105738.0,87596.0,80299.0,100242.0,92141.0,77790.0,80902.0,91457.0,83103.0,104293.0,77445.0,92875.0,81264.0,116205.0,86838.0,80442.0,84521.0,82799.0,128249.0,89369.27777777778,12019.603838015608,0.13449368884800764
389,131818.0,82226.0,83395.0,95979.0,83407.0,83234.0,75365.0,84358.0,123696.0,87152.0,83233.0,99419.0,78642.0,85839.0,91995.0,80779.0,86867.0,77537.0,98493.0,81180.0,76640.0,105874.0,84294.0,78420.0,83017.0,98859.0,74146.0,112106.0,84066.0,87045.0,77549.0,119208.0,82440.0,77394.0,81413.0,85466.0,131818.0,88959.75,13784.176321208557,0.1549484606376317
390,127331.0,85609.0,81112.0,88991.0,84015.0,82837.0,75348.0,80037.0,117603.0,82752.0,85530.0,107647.0,78286.0,85866.0,93307.0,85666.0,80551.0,83796.0,93079.0,79142.0,76672.0,110215.0,92744.0,77837.0,80064.0,101540.0,75131.0,116091.0,85818.0,80304.0,74850.0,106228.0,81103.0,80788.0,81599.0,81542.0,127331.0,88361.97222222222,13089.848132736959,0.14813893130199943
391,113478.0,82256.0,80599.0,84428.0,83395.0,80733.0,75353.0,83543.0,111191.0,83458.0,88429.0,110704.0,78460.0,77669.0,96032.0,83031.0,81581.0,99721.0,85237.0,74829.0,79124.0,99633.0,84778.0,75599.0,86329.0,99366.0,76830.0,114967.0,94091.0,84099.0,77126.0,99087.0,82602.0,80327.0,83646.0,82402.0,114967.0,87614.80555555556,11196.382428711922,0.12779098644021325
392,99466.0,77930.0,78319.0,79748.0,79411.0,80319.0,80671.0,96763.0,96638.0,80525.0,87712.0,118304.0,75187.0,90953.0,99676.0,78693.0,82885.0,87649.0,78565.0,86144.0,79028.0,101097.0,87979.0,75363.0,75661.0,85715.0,79667.0,112183.0,97759.0,83807.0,78412.0,101415.0,77717.0,85061.0,77145.0,85948.0,118304.0,86653.19444444444,10541.907282680673,0.12165630303957643
393,95194.0,72504.0,73121.0,75218.0,75175.0,76630.0,78532.0,103177.0,87542.0,80228.0,92879.0,118900.0,72454.0,82834.0,98292.0,73539.0,83592.0,90390.0,74366.0,83905.0,81238.0,102762.0,87303.0,73366.0,84508.0,90807.0,79628.0,108139.0,100685.0,91569.0,83352.0,98068.0,73227.0,88774.0,73516.0,91866.0,118900.0,86035.55555555556,11445.65659600096,0.13303402903710174
394,88501.0,70557.0,71961.0,71515.0,73968.0,75615.0,77074.0,109283.0,79857.0,80955.0,94005.0,115085.0,72044.0,84216.0,96617.0,71201.0,80882.0,96823.0,82441.0,86826.0,78365.0,100072.0,86538.0,72418.0,71485.0,93141.0,78348.0,106637.0,106882.0,95990.0,73643.0,98397.0,77292.0,89436.0,70866.0,90405.0,115085.0,85259.47222222222,12395.536242907297,0.14538603066412717
395,81454.0,70368.0,71777.0,70623.0,71953.0,74852.0,70105.0,114721.0,71696.0,80031.0,98557.0,107618.0,70935.0,74448.0,96180.0,70001.0,78230.0,85102.0,85091.0,87935.0,83415.0,98942.0,89294.0,71779.0,76511.0,97451.0,73238.0,101629.0,110142.0,98246.0,74814.0,97890.0,86258.0,91491.0,75217.0,92230.0,114721.0,84728.44444444444,12797.437919461423,0.15104063344220334
396,83831.0,75568.0,76278.0,75551.0,74717.0,78796.0,76051.0,113392.0,74771.0,86484.0,101374.0,101910.0,77233.0,78087.0,94867.0,74657.0,78247.0,74447.0,88357.0,82266.0,82969.0,98052.0,87380.0,77760.0,84864.0,90488.0,87348.0,95232.0,109439.0,98683.0,81003.0,99446.0,86910.0,93777.0,74548.0,94432.0,113392.0,86367.08333333333,10578.841633118964,0.12248696175474605
397,78318.0,71198.0,71917.0,84379.0,70536.0,75473.0,80778.0,107160.0,71707.0,83925.0,109522.0,92539.0,70479.0,77234.0,91377.0,70278.0,71670.0,72366.0,93478.0,89793.0,82425.0,93661.0,83117.0,70459.0,90642.0,81923.0,84136.0,92382.0,106813.0,101346.0,71427.0,96846.0,84292.0,90331.0,78047.0,92785.0,109522.0,84298.86111111111,11295.535027790547,0.13399392208753963
398,75960.0,76819.0,73311.0,81467.0,71135.0,75647.0,89625.0,102951.0,80227.0,87901.0,110576.0,88142.0,70953.0,72471.0,87182.0,72345.0,71029.0,78604.0,90130.0,90129.0,82116.0,94719.0,83083.0,71193.0,91388.0,72655.0,82096.0,88532.0,100150.0,102147.0,75824.0,90052.0,83101.0,89589.0,81251.0,92266.0,110576.0,84076.83333333333,10040.935947133836,0.11942571513517004
399,74755.0,78215.0,73486.0,82819.0,71258.0,77090.0,97447.0,92091.0,76751.0,88233.0,113838.0,83233.0,72392.0,72551.0,82636.0,79130.0,71999.0,83212.0,85834.0,85189.0,81941.0,98016.0,83502.0,78657.0,95900.0,81807.0,73304.0,85346.0,97518.0,98008.0,77977.0,89476.0,85073.0,90499.0,78528.0,92104.0,113838.0,84161.52777777778,9376.185224297753,0.1114070225656415
400,77639.0,75523.0,76554.0,81623.0,72450.0,77148.0,104159.0,82804.0,77799.0,90066.0,115191.0,78027.0,74732.0,74123.0,76875.0,80731.0,73785.0,86471.0,88637.0,85642.0,77343.0,99697.0,81603.0,73975.0,100682.0,88162.0,77830.0,86129.0,92042.0,96910.0,73422.0,94055.0,82346.0,88567.0,79290.0,91212.0,115191.0,84256.77777777778,9859.944317825395,0.1170225657552489
401,75056.0,74142.0,77696.0,81264.0,73296.0,77339.0,112246.0,76038.0,77341.0,90897.0,112954.0,78943.0,76915.0,77414.0,75418.0,83304.0,72928.0,89058.0,92199.0,83446.0,81461.0,98340.0,77544.0,73515.0,104652.0,92617.0,81461.0,84053.0,91004.0,90207.0,74562.0,100971.0,81872.0,89722.0,78849.0,90856.0,112954.0,84710.55555555556,10556.743683132505,0.12462134870794343
402,73505.0,73491.0,80513.0,82143.0,72852.0,81659.0,115853.0,73623.0,74029.0,97106.0,106600.0,75683.0,72284.0,79128.0,71416.0,80429.0,79927.0,92247.0,95498.0,87964.0,83845.0,100099.0,82179.0,74840.0,108793.0,98723.0,90017.0,83160.0,87255.0,84993.0,75917.0,96946.0,84515.0,86830.0,76183.0,91641.0,115853.0,85330.16666666667,11089.749940823733,0.1299628299584211
403,72794.0,76234.0,84505.0,84998.0,72928.0,81316.0,112141.0,72100.0,74878.0,105871.0,102624.0,75121.0,73546.0,81390.0,75669.0,81996.0,75241.0,97124.0,97044.0,91558.0,91734.0,92927.0,89078.0,75838.0,110631.0,103760.0,97633.0,83111.0,83331.0,79824.0,72959.0,101231.0,77557.0,83190.0,76735.0,89316.0,112141.0,86053.69444444444,11582.72496680448,0.13459881114438604
404,73074.0,77832.0,93489.0,86051.0,73442.0,82607.0,109623.0,76258.0,80414.0,111519.0,93775.0,74849.0,75692.0,82840.0,75737.0,85478.0,76387.0,98471.0,95334.0,96019.0,96128.0,75063.0,95217.0,75595.0,108574.0,108425.0,105156.0,83423.0,83251.0,75607.0,75614.0,100732.0,83840.0,80166.0,74056.0,87847.0,111519.0,86877.36111111111,11826.943237448168,0.13613377623570072
405,80920.0,82254.0,106964.0,89785.0,80429.0,85532.0,99988.0,80108.0,79429.0,121184.0,86728.0,82729.0,84809.0,84820.0,78067.0,80294.0,81786.0,98692.0,99986.0,98167.0,94033.0,84145.0,90044.0,79953.0,101094.0,114048.0,110884.0,84337.0,84732.0,80975.0,83869.0,109168.0,88697.0,84662.0,82567.0,85240.0,121184.0,90031.08333333333,11093.523887523546,0.12321882039840182
406,77099.0,76486.0,119949.0,83422.0,75644.0,83550.0,85632.0,77330.0,79286.0,125838.0,80408.0,78602.0,80824.0,81423.0,80726.0,83545.0,75519.0,93881.0,104141.0,101582.0,99075.0,92144.0,76947.0,77206.0,92116.0,111569.0,115203.0,81929.0,77482.0,75818.0,84099.0,113467.0,82230.0,77929.0,78520.0,80844.0,125838.0,87818.47222222222,13911.17265503226,0.15840827451234202
407,77266.0,78569.0,125566.0,80816.0,79051.0,90680.0,79355.0,75961.0,74583.0,127039.0,80383.0,78421.0,81464.0,78844.0,74449.0,88964.0,79926.0,91818.0,110265.0,90434.0,104967.0,101636.0,78577.0,76114.0,85711.0,99878.0,118968.0,79076.0,79511.0,75866.0,84621.0,113380.0,80708.0,79030.0,80585.0,79927.0,127039.0,87844.69444444444,14659.975333122049,0.16688515368897375
408,78355.0,82013.0,123100.0,80853.0,75989.0,99274.0,74896.0,79605.0,79872.0,116402.0,76962.0,76211.0,86366.0,78767.0,76511.0,103100.0,81589.0,88850.0,101951.0,86435.0,95221.0,107033.0,87092.0,75683.0,84235.0,89186.0,116459.0,79702.0,77556.0,74187.0,89256.0,111536.0,81825.0,78445.0,80921.0,75706.0,123100.0,87531.77777777778,13318.089521630829,0.15215147983675448
409,74234.0,84016.0,112751.0,85881.0,77105.0,109829.0,77425.0,75542.0,75891.0,103008.0,77205.0,77068.0,87354.0,74730.0,76874.0,96714.0,88648.0,86038.0,95522.0,91297.0,93397.0,108841.0,95182.0,83658.0,81619.0,84634.0,106078.0,77931.0,75796.0,77608.0,95242.0,102465.0,80793.0,80192.0,81503.0,75630.0,112751.0,86880.58333333333,11225.427003447228,0.1292052444028698
410,74985.0,92785.0,101307.0,83097.0,76449.0,117061.0,72807.0,73456.0,83799.0,93283.0,76377.0,76044.0,90342.0,75853.0,76310.0,96620.0,83159.0,79585.0,90592.0,88686.0,89721.0,109364.0,99813.0,90158.0,76474.0,79461.0,95519.0,77192.0,73524.0,84209.0,99564.0,105503.0,84234.0,75727.0,79248.0,73522.0,117061.0,85995.27777777778,11249.442372874188,0.1308146524271264
411,76104.0,100013.0,90098.0,87003.0,75002.0,121257.0,73093.0,73153.0,77615.0,83239.0,76099.0,75797.0,95586.0,72881.0,78038.0,94677.0,90041.0,75652.0,86549.0,91203.0,92059.0,106626.0,103281.0,95814.0,74478.0,74719.0,88691.0,76443.0,71828.0,74276.0,103089.0,109337.0,83942.0,71121.0,76700.0,72251.0,121257.0,85215.41666666667,12595.071323019352,0.14780273119225515
412,71957.0,108067.0,80569.0,90593.0,78855.0,119183.0,71481.0,75914.0,86941.0,78432.0,74495.0,74630.0,96774.0,69981.0,81616.0,94954.0,93524.0,71565.0,71557.0,88930.0,92902.0,101101.0,104606.0,100365.0,73763.0,74376.0,81398.0,74455.0,72142.0,75401.0,102729.0,107715.0,72638.0,72298.0,73701.0,69411.0,119183.0,84139.41666666667,13400.80668876774,0.15926907054582312
413,73542.0,110404.0,73715.0,84320.0,82909.0,111790.0,68739.0,71233.0,85078.0,75813.0,74206.0,73345.0,94350.0,70296.0,81062.0,92839.0,99064.0,72241.0,71386.0,91807.0,92883.0,95020.0,104887.0,102636.0,74462.0,72227.0,80784.0,73498.0,70186.0,74930.0,104434.0,101487.0,75529.0,73680.0,73231.0,70218.0,111790.0,83284.19444444444,13041.24626973001,0.15658728954182663
414,80027.0,108916.0,74493.0,83145.0,91417.0,107130.0,79595.0,79489.0,95443.0,78043.0,74680.0,73723.0,94129.0,76171.0,87847.0,79270.0,87390.0,74343.0,82186.0,94919.0,94852.0,88559.0,107190.0,106249.0,74470.0,74896.0,81757.0,75662.0,73420.0,72371.0,107007.0,98646.0,96414.0,82746.0,76666.0,78868.0,108916.0,85892.47222222222,11380.01863766808,0.13249145522584954
415,81518.0,103862.0,68771.0,83891.0,100104.0,92520.0,74568.0,72927.0,89686.0,72987.0,68114.0,70225.0,93059.0,68427.0,86419.0,90612.0,93974.0,68036.0,87717.0,74600.0,91184.0,80433.0,100781.0,103520.0,68887.0,66685.0,74360.0,68641.0,67216.0,80923.0,102818.0,94972.0,85076.0,80981.0,80900.0,66844.0,103862.0,82117.72222222222,11947.607223510653,0.14549365106814252
416,90801.0,95666.0,69411.0,68748.0,104992.0,84696.0,80567.0,79909.0,84506.0,73671.0,70351.0,69663.0,89916.0,67104.0,91580.0,84203.0,96462.0,82660.0,91827.0,69092.0,88168.0,74257.0,93602.0,106176.0,69756.0,69174.0,72887.0,69445.0,68033.0,78377.0,98653.0,88175.0,82226.0,87216.0,95449.0,67751.0,106176.0,82088.05555555556,11383.314428838486,0.13867199499121385
417,97278.0,90293.0,68599.0,68807.0,109547.0,75998.0,81765.0,82676.0,86623.0,71836.0,69387.0,70873.0,90009.0,72584.0,93207.0,82586.0,96153.0,83550.0,96430.0,77846.0,87563.0,71117.0,87255.0,106040.0,68464.0,66812.0,73208.0,68682.0,68355.0,79441.0,93830.0,74948.0,85604.0,90882.0,98177.0,69582.0,109547.0,82111.30555555556,11641.59047891902,0.14177816806289184
418,103135.0,78510.0,69649.0,71068.0,110957.0,72658.0,84319.0,81901.0,94877.0,72891.0,70569.0,71226.0,90349.0,74995.0,93248.0,75518.0,92475.0,91459.0,103113.0,88954.0,70049.0,70249.0,80251.0,105563.0,69973.0,82243.0,73817.0,70415.0,69172.0,81964.0,90544.0,70217.0,85133.0,94514.0,99052.0,70362.0,110957.0,82649.69444444444,12107.338127991829,0.14648981111636356
419,110032.0,72865.0,69741.0,77117.0,110650.0,73337.0,86157.0,87455.0,87181.0,72487.0,72791.0,72763.0,89880.0,78661.0,95399.0,70438.0,98795.0,92996.0,104709.0,95799.0,75263.0,71742.0,77597.0,97738.0,73125.0,81777.0,73477.0,72525.0,72582.0,73586.0,84737.0,73218.0,87331.0,97376.0,98652.0,73864.0,110650.0,83440.08333333333,12025.421492670805,0.14412043962888507
420,113790.0,69910.0,70289.0,89172.0,103593.0,73087.0,86769.0,81931.0,88897.0,72950.0,72776.0,73484.0,87813.0,76233.0,97794.0,73211.0,93416.0,93721.0,106442.0,98253.0,84557.0,81042.0,73299.0,92627.0,75513.0,79970.0,74120.0,73130.0,73283.0,73447.0,81634.0,77844.0,88922.0,98886.0,101521.0,81830.0,113790.0,84309.88888888889,11541.698644426888,0.13689614345996315
421,111899.0,79098.0,73969.0,99791.0,98075.0,73117.0,88521.0,87841.0,88269.0,74870.0,73317.0,74128.0,85800.0,73062.0,98378.0,74325.0,91560.0,90583.0,101387.0,102701.0,92708.0,75953.0,74241.0,86577.0,73869.0,85662.0,76075.0,76293.0,74692.0,78437.0,80214.0,79515.0,89042.0,98322.0,100552.0,77045.0,111899.0,84996.88888888889,10713.70575161082,0.12604821060705146
422,106213.0,76979.0,75881.0,105263.0,89444.0,76216.0,85454.0,81912.0,91701.0,76262.0,74617.0,82428.0,81377.0,76515.0,97518.0,78980.0,93922.0,94479.0,102902.0,108220.0,98398.0,86825.0,75447.0,83440.0,79081.0,78066.0,76348.0,77074.0,78922.0,86171.0,80507.0,81716.0,90521.0,95701.0,95738.0,77833.0,108220.0,86057.52777777778,9853.901535506158,0.11450365575166666
423,105215.0,85938.0,79692.0,110815.0,83784.0,79798.0,93378.0,86021.0,101912.0,80828.0,79938.0,93408.0,82597.0,82687.0,95931.0,84847.0,88780.0,80711.0,96395.0,114408.0,108891.0,97625.0,79123.0,87488.0,80197.0,83425.0,82742.0,83684.0,87009.0,99990.0,87745.0,84800.0,90673.0,92140.0,98361.0,79318.0,114408.0,89730.38888888889,9559.202233908718,0.10653249531488894
424,87776.0,80319.0,76035.0,112994.0,80017.0,74384.0,79338.0,78002.0,97407.0,78381.0,76387.0,108020.0,76097.0,78090.0,89349.0,86813.0,99254.0,98525.0,89614.0,112399.0,109526.0,95143.0,80079.0,80902.0,73229.0,79391.0,79766.0,84521.0,86679.0,108418.0,81077.0,85154.0,80755.0,84857.0,100194.0,80092.0,112994.0,87471.77777777778,11527.865498461426,0.13178954162504836
425,80850.0,93219.0,79511.0,115085.0,75451.0,76923.0,85296.0,76010.0,77947.0,76076.0,75224.0,112667.0,76467.0,81695.0,86490.0,90549.0,105215.0,99639.0,84798.0,105984.0,116104.0,95710.0,78126.0,77330.0,76621.0,80156.0,76097.0,88674.0,95801.0,110067.0,82113.0,83272.0,79873.0,81300.0,100953.0,78643.0,116104.0,87664.88888888889,12514.501507757084,0.14275386265097106
426,79221.0,91012.0,76586.0,102924.0,78088.0,77382.0,83371.0,83796.0,80932.0,78349.0,79202.0,119856.0,79769.0,80503.0,82446.0,94274.0,102877.0,90915.0,84114.0,96582.0,113939.0,90957.0,73753.0,78826.0,78686.0,82401.0,78724.0,95804.0,103394.0,104746.0,82623.0,80952.0,78668.0,81138.0,106827.0,77272.0,119856.0,87525.25,11622.107454652963,0.13278576701755165
427,76732.0,88006.0,78987.0,88653.0,77478.0,77933.0,86972.0,82056.0,94960.0,76687.0,81093.0,120215.0,80471.0,83388.0,81785.0,97129.0,91205.0,90342.0,82338.0,89340.0,102747.0,89689.0,78154.0,79396.0,75903.0,85448.0,77239.0,101627.0,101872.0,102095.0,83456.0,82204.0,81447.0,76709.0,106635.0,78208.0,120215.0,86905.52777777778,10314.474892343474,0.11868606239545722
428,76037.0,88293.0,77057.0,77209.0,72263.0,79470.0,86324.0,84906.0,104547.0,74241.0,86227.0,116311.0,75629.0,84630.0,78752.0,98815.0,93549.0,93670.0,77771.0,85695.0,95736.0,89674.0,79216.0,74205.0,75106.0,79597.0,78150.0,104399.0,103040.0,99752.0,86269.0,77933.0,84795.0,76825.0,102807.0,80398.0,116311.0,86091.61111111111,10804.306919716419,0.1254977898575068
429,73025.0,84953.0,74067.0,71007.0,70724.0,73395.0,88217.0,86311.0,109957.0,73680.0,97719.0,114826.0,72299.0,84506.0,76427.0,96841.0,90604.0,98237.0,73111.0,81967.0,87260.0,94318.0,82243.0,72425.0,72847.0,80732.0,78533.0,108608.0,100088.0,95458.0,89064.0,74380.0,88788.0,80109.0,99600.0,79815.0,114826.0,85448.36111111111,11907.292061199722,0.1393507365895094
430,71885.0,89382.0,68719.0,76264.0,69049.0,71527.0,84760.0,81187.0,115592.0,72878.0,104853.0,106620.0,71504.0,82141.0,73409.0,96701.0,93408.0,93406.0,72281.0,78695.0,81041.0,93335.0,81288.0,72135.0,70394.0,73434.0,84011.0,107704.0,101194.0,87669.0,90188.0,71045.0,91089.0,84575.0,104200.0,78220.0,115592.0,84605.08333333333,12689.951309719654,0.14999041203851607
431,69760.0,85117.0,75916.0,81599.0,71166.0,70137.0,82087.0,70838.0,114569.0,72137.0,114766.0,103533.0,74237.0,79909.0,73872.0,93003.0,88643.0,101170.0,71423.0,76237.0,76482.0,91260.0,81611.0,70561.0,73101.0,71328.0,90048.0,104964.0,96680.0,78999.0,91765.0,72106.0,91015.0,83464.0,102464.0,75970.0,114766.0,83942.69444444444,12840.927036496852,0.1529725382474508
432,72757.0,91491.0,70092.0,81761.0,73773.0,75557.0,84546.0,76491.0,116579.0,78447.0,114809.0,101984.0,79780.0,76650.0,76929.0,90744.0,85138.0,87572.0,75025.0,74906.0,77474.0,103410.0,86596.0,77470.0,75029.0,78803.0,98242.0,104102.0,95480.0,79091.0,96695.0,78878.0,94786.0,87945.0,102929.0,73733.0,116579.0,85991.5,12136.085188166917,0.14113121864564424
433,70187.0,77950.0,73659.0,82761.0,73970.0,79310.0,80686.0,87406.0,103450.0,75594.0,115341.0,96849.0,84442.0,74002.0,72690.0,86062.0,82001.0,90939.0,71463.0,73479.0,72229.0,89260.0,84043.0,72021.0,71439.0,78351.0,101341.0,101169.0,86618.0,69594.0,94139.0,71542.0,92565.0,89313.0,102991.0,81121.0,115341.0,83610.47222222222,11379.886097082068,0.136105990010872
434,69066.0,82373.0,68382.0,83154.0,77918.0,81249.0,83922.0,96798.0,94334.0,84064.0,113009.0,97197.0,88325.0,70762.0,71044.0,82941.0,68028.0,90577.0,75482.0,70156.0,69608.0,87774.0,79451.0,72125.0,70476.0,87408.0,103533.0,97698.0,78996.0,78288.0,94683.0,71978.0,92730.0,87003.0,100577.0,82856.0,113009.0,83443.47222222222,11229.823772947224,0.1345800153550724
435,68325.0,83350.0,69163.0,81538.0,69070.0,73141.0,83216.0,108027.0,90298.0,91515.0,108269.0,96182.0,92190.0,70120.0,70810.0,76823.0,70504.0,95920.0,81669.0,70986.0,68198.0,91753.0,78608.0,70482.0,72055.0,91553.0,104975.0,93196.0,70193.0,84808.0,94238.0,70853.0,93462.0,83612.0,95842.0,86653.0,108269.0,83377.69444444444,11956.697578761834,0.14340403219866826
436,66699.0,85046.0,67141.0,83909.0,68581.0,74806.0,83206.0,111254.0,82447.0,98256.0,107352.0,97391.0,95672.0,68079.0,68915.0,70537.0,69558.0,91907.0,85484.0,68862.0,67801.0,91383.0,85736.0,70376.0,79231.0,95491.0,104556.0,91258.0,67673.0,78930.0,94950.0,68384.0,92319.0,88806.0,100273.0,75038.0,111254.0,83258.52777777778,13007.295421941983,0.1562277855387891
437,65632.0,86818.0,64791.0,86679.0,67373.0,70164.0,70546.0,115850.0,77742.0,109638.0,101863.0,94242.0,98238.0,65994.0,66478.0,65304.0,73066.0,97795.0,79814.0,66291.0,80506.0,85677.0,86644.0,72329.0,88094.0,98061.0,102930.0,85272.0,65119.0,83039.0,96675.0,66699.0,91921.0,90563.0,104181.0,80932.0,115850.0,83415.55555555556,14327.526599840456,0.1717608484942378
438,64591.0,88871.0,66186.0,81326.0,72579.0,70503.0,67786.0,120369.0,74136.0,113724.0,98718.0,95134.0,101990.0,65225.0,64664.0,69161.0,76634.0,87496.0,82093.0,65001.0,77809.0,90040.0,86245.0,76372.0,96003.0,98268.0,100560.0,80095.0,75294.0,86107.0,96719.0,67229.0,89120.0,105935.0,102169.0,67128.0,120369.0,83924.44444444444,14968.668770031407,0.17835886634841217
439,66040.0,92160.0,68067.0,89890.0,73587.0,66106.0,79613.0,112130.0,71203.0,119147.0,98136.0,92426.0,104403.0,65733.0,67444.0,75978.0,77998.0,87356.0,84492.0,72299.0,76519.0,87924.0,79465.0,82506.0,102185.0,98693.0,97390.0,75475.0,73728.0,81302.0,93363.0,68587.0,85813.0,98585.0,106822.0,65667.0,119147.0,84395.33333333333,14198.670792640338,0.16823999896487568
440,69006.0,91094.0,69196.0,89587.0,77280.0,76134.0,95147.0,101828.0,69143.0,119157.0,95482.0,90698.0,104044.0,68900.0,73989.0,83045.0,78117.0,81304.0,87468.0,74125.0,83954.0,88079.0,67442.0,89762.0,108938.0,98233.0,92184.0,72310.0,75290.0,78868.0,90695.0,70403.0,82685.0,95427.0,106641.0,69415.0,119157.0,85140.83333333333,13001.312877081982,0.15270361315563802
441,79508.0,100257.0,82067.0,89970.0,81918.0,94172.0,112668.0,97495.0,74806.0,114542.0,95194.0,90988.0,102696.0,77086.0,74907.0,87729.0,81880.0,74395.0,81776.0,81033.0,77831.0,88484.0,75904.0,100183.0,112755.0,96473.0,85746.0,75193.0,85219.0,88670.0,88147.0,75462.0,89092.0,98205.0,101890.0,78668.0,114542.0,88694.69444444444,11274.730824132157,0.12711843582926252
442,73108.0,96177.0,74592.0,96999.0,77307.0,108783.0,121951.0,86638.0,73972.0,111800.0,92567.0,84823.0,101766.0,74586.0,76580.0,78518.0,77123.0,72058.0,96937.0,76244.0,73126.0,76772.0,81691.0,109646.0,112685.0,89121.0,76232.0,72551.0,81629.0,89805.0,81168.0,75664.0,77186.0,97340.0,110050.0,79965.0,121951.0,87143.33333333333,13983.424485201518,0.16046465002335064
443,73307.0,95546.0,76871.0,97513.0,80616.0,121791.0,127550.0,81377.0,73921.0,104301.0,91622.0,82429.0,98165.0,74852.0,72840.0,73368.0,76901.0,76367.0,89173.0,77373.0,73163.0,74201.0,92595.0,111583.0,109861.0,77922.0,77222.0,75914.0,83856.0,86803.0,76194.0,76289.0,75077.0,107397.0,114507.0,85267.0,127550.0,87325.94444444444,15142.178329172759,0.17339839180103003
