Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Processor36,Processor37,Processor38,Processor39,Processor40,Processor41,Processor42,Processor43,Processor44,Processor45,Processor46,Processor47,Processor48,Processor49,Processor50,Processor51,Processor52,Processor53,Processor54,Processor55,Processor56,Processor57,Processor58,Processor59,Processor60,Processor61,Processor62,Processor63,Processor64,Processor65,Processor66,Processor67,Processor68,Processor69,Processor70,Processor71,Processor72,Processor73,Processor74,Processor75,Processor76,Processor77,Processor78,Processor79,Processor80,Processor81,Processor82,Processor83,Processor84,Processor85,Processor86,Processor87,Processor88,Processor89,Processor90,Processor91,Processor92,Processor93,Processor94,Processor95,Processor96,Processor97,Processor98,Processor99,Processor100,Processor101,Processor102,Processor103,Processor104,Processor105,Processor106,Processor107,Processor108,Processor109,Processor110,Processor111,Processor112,Processor113,Processor114,Processor115,Processor116,Processor117,Processor118,Processor119,Processor120,Processor121,Processor122,Processor123,Processor124,Processor125,Processor126,Processor127,Processor128,Processor129,Processor130,Processor131,Processor132,Processor133,Processor134,Processor135,Processor136,Processor137,Processor138,Processor139,Processor140,Processor141,Processor142,Processor143,Total,Max
29,0,0,0,12,0,0,22,0,0,0,0,0,0,0,0,42,0,22,0,0,0,0,0,12,0,0,0,0,42,0,0,0,0,0,0,0,18,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,42,18,42,0,0,52,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,68,20,0,0,0,2,0,0,0,0,30,0,0,0,0,20,68,0,0,0,0,0,6,6,0,0,0,756,68
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,20,0,0,0,20,0,0,0,22,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,48,14,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,74,0,60,28,60,74,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,74,0,0,26,0,16,0,0,0,26,16,844,74
31,0,0,0,16,0,16,0,10,0,0,0,0,0,42,0,0,0,10,14,0,0,42,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,0,68,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,54,0,0,0,0,68,0,10,2,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,72,0,0,0,0,0,0,42,0,8,0,68,72,42,0,0,0,0,0,0,0,8,0,0,0,0,812,72
32,0,0,0,12,0,0,14,0,0,0,0,0,0,0,38,0,0,0,12,0,0,0,0,2,0,0,0,0,38,2,0,14,0,0,0,0,0,18,50,0,0,38,0,66,0,0,0,54,0,0,0,0,14,0,0,0,0,54,38,0,50,0,0,14,18,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,70,18,0,0,0,70,0,0,0,0,0,0,48,0,0,0,0,70,32,18,70,0,0,0,0,0,0,0,48,0,0,1088,70
33,0,0,16,16,0,0,30,0,0,0,8,30,0,0,0,0,0,6,0,6,0,0,0,2,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,0,0,60,8,0,0,58,0,0,0,0,0,0,0,26,0,0,0,26,24,8,0,60,0,0,0,58,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,28,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,74,0,0,0,0,0,72,0,24,0,12,2,0,0,12,18,64,72,24,0,74,0,0,2,0,0,0,64,0,0,0,1088,74
34,0,30,0,0,0,2,0,6,38,18,0,0,0,0,0,0,6,18,2,0,0,0,0,0,0,0,0,0,38,0,0,30,0,0,0,0,0,30,0,0,0,40,0,0,0,0,0,64,10,0,0,60,0,0,0,0,0,0,0,0,0,64,0,40,30,10,0,0,0,0,0,60,18,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,0,0,68,0,0,0,0,0,68,0,0,0,54,68,20,0,0,0,2,0,54,20,0,68,68,0,0,68,0,0,0,0,2,0,0,0,0,0,1260,68
35,0,22,12,0,32,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,58,0,0,0,0,0,54,0,0,0,62,0,0,0,0,0,0,0,0,54,58,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,66,0,0,0,0,70,0,0,0,0,0,0,0,6,6,0,0,0,16,0,0,70,16,0,66,0,0,0,0,0,0,0,0,6,6,928,70
36,0,0,0,0,22,0,0,6,0,12,10,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,22,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,68,0,48,0,0,0,48,0,0,0,38,56,0,34,68,68,0,0,0,0,0,0,38,0,0,56,34,0,0,796,68
37,0,0,10,10,20,0,30,2,0,0,0,30,0,10,20,0,10,0,20,0,0,0,10,10,0,0,0,20,6,0,6,0,0,0,0,2,0,0,0,0,0,0,0,28,0,0,0,0,0,14,0,44,0,28,0,0,0,44,0,16,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,38,0,0,0,0,6,0,34,0,0,0,0,68,6,38,0,62,34,62,0,0,0,0,0,0,0,868,68
38,0,0,10,16,0,0,0,4,0,0,0,0,0,16,18,0,10,0,18,10,0,0,8,10,0,0,4,0,0,0,18,0,0,0,18,8,0,0,44,0,40,0,64,0,0,0,0,0,0,0,44,36,0,0,0,0,0,44,0,16,44,64,0,40,36,0,0,0,0,0,0,16,0,0,0,0,0,40,0,18,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,62,0,18,0,0,0,72,0,0,56,0,0,0,0,0,0,0,30,0,0,0,56,0,0,0,64,72,0,0,68,0,0,68,0,30,64,0,0,0,0,1476,72
39,0,0,0,0,0,0,0,0,12,0,0,0,0,0,20,0,0,0,20,0,0,0,8,8,0,0,0,0,28,0,28,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,66,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,18,0,0,0,18,0,66,0,0,0,0,0,0,0,0,0,508,66
40,0,10,0,0,0,0,0,2,10,6,6,30,0,0,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,0,0,0,0,0,0,0,30,0,0,0,40,44,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,6,0,0,0,72,0,0,0,0,0,0,0,0,16,0,16,0,0,0,34,0,0,0,72,0,34,0,0,0,0,0,0,0,0,0,0,0,636,72
41,0,0,12,0,0,0,0,0,0,4,4,32,0,24,24,0,0,32,0,0,0,0,0,0,0,30,12,30,0,0,0,0,0,0,0,0,0,0,0,28,44,0,0,14,0,48,0,0,0,0,0,0,20,0,0,20,0,0,0,48,0,0,44,0,0,20,20,0,14,28,0,0,0,0,30,0,54,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,54,0,0,30,0,0,0,68,0,0,0,30,8,0,0,0,0,0,0,8,0,38,0,28,30,0,0,0,0,0,68,0,0,0,38,0,0,0,28,0,1168,68
