Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Processor36,Processor37,Processor38,Processor39,Processor40,Processor41,Processor42,Processor43,Processor44,Processor45,Processor46,Processor47,Processor48,Processor49,Processor50,Processor51,Processor52,Processor53,Processor54,Processor55,Processor56,Processor57,Processor58,Processor59,Processor60,Processor61,Processor62,Processor63,Processor64,Processor65,Processor66,Processor67,Processor68,Processor69,Processor70,Processor71,Processor72,Processor73,Processor74,Processor75,Processor76,Processor77,Processor78,Processor79,Processor80,Processor81,Processor82,Processor83,Processor84,Processor85,Processor86,Processor87,Processor88,Processor89,Processor90,Processor91,Processor92,Processor93,Processor94,Processor95,Processor96,Processor97,Processor98,Processor99,Processor100,Processor101,Processor102,Processor103,Processor104,Processor105,Processor106,Processor107,Processor108,Processor109,Processor110,Processor111,Processor112,Processor113,Processor114,Processor115,Processor116,Processor117,Processor118,Processor119,Processor120,Processor121,Processor122,Processor123,Processor124,Processor125,Processor126,Processor127,Processor128,Processor129,Processor130,Processor131,Processor132,Processor133,Processor134,Processor135,Processor136,Processor137,Processor138,Processor139,Processor140,Processor141,Processor142,Processor143,Max,Mean,SD,CV
57,368091.0,342482.0,240113.0,237836.0,287255.0,414417.0,228305.0,258501.0,251146.0,447303.0,251345.0,252735.0,266562.0,389634.0,342613.0,288176.0,230999.0,315184.0,389741.0,236857.0,322236.0,247845.0,441087.0,236571.0,248703.0,231083.0,234386.0,306424.0,283087.0,283635.0,373642.0,384122.0,230115.0,228257.0,311309.0,241832.0,234865.0,231317.0,228704.0,268120.0,251745.0,259293.0,241007.0,235074.0,232511.0,227785.0,236548.0,252868.0,235371.0,224777.0,329843.0,247601.0,430559.0,261471.0,299838.0,450583.0,328740.0,228318.0,245192.0,286197.0,229148.0,387568.0,309876.0,237950.0,300109.0,386975.0,250732.0,261119.0,260933.0,228548.0,236601.0,282409.0,229315.0,334636.0,358364.0,386341.0,433185.0,239323.0,314807.0,316570.0,389409.0,455015.0,338033.0,227620.0,287030.0,344998.0,442989.0,433628.0,240000.0,274507.0,310548.0,395401.0,227582.0,245200.0,250480.0,286848.0,242536.0,226957.0,236486.0,251474.0,253808.0,237918.0,257885.0,235197.0,253576.0,235699.0,256822.0,225647.0,254766.0,236890.0,233412.0,227796.0,230664.0,239376.0,229672.0,233854.0,248173.0,254796.0,237158.0,227562.0,340956.0,355651.0,232259.0,228780.0,287368.0,289205.0,347102.0,223419.0,237528.0,233247.0,395743.0,232131.0,236926.0,244759.0,383783.0,230354.0,300235.0,246958.0,379450.0,256112.0,366217.0,281336.0,227715.0,229768.0,455015.0,283339.4375,63594.835969129905,0.22444752672006665
58,409298.0,289126.0,234392.0,237003.0,322261.0,379970.0,228196.0,251342.0,276839.0,430594.0,237425.0,251414.0,281803.0,435184.0,303089.0,284056.0,230272.0,372462.0,330005.0,233146.0,292857.0,286667.0,435471.0,228831.0,243163.0,229998.0,232900.0,289213.0,276289.0,263382.0,355540.0,374500.0,237067.0,231791.0,331372.0,235247.0,233242.0,229242.0,233646.0,267564.0,252033.0,256411.0,241252.0,234877.0,229392.0,232339.0,231518.0,252236.0,229438.0,225053.0,311452.0,307938.0,395848.0,249880.0,317447.0,417990.0,364600.0,229414.0,246945.0,264414.0,238297.0,399545.0,356164.0,233482.0,279299.0,392431.0,284180.0,279888.0,264359.0,229074.0,231342.0,326744.0,247215.0,342575.0,348511.0,375569.0,452604.0,288138.0,320479.0,290038.0,346638.0,452409.0,446876.0,243380.0,263444.0,306786.0,392106.0,472751.0,231666.0,259347.0,284601.0,345750.0,247920.0,236851.0,251613.0,284547.0,239011.0,226678.0,234001.0,246045.0,259144.0,235483.0,258660.0,232583.0,257371.0,233430.0,257712.0,237159.0,254665.0,234274.0,231723.0,229574.0,231460.0,242478.0,226525.0,238036.0,227000.0,254723.0,236600.0,236355.0,313774.0,397226.0,231713.0,233486.0,273103.0,301492.0,353809.0,229204.0,234082.0,245756.0,414685.0,230860.0,248369.0,240532.0,394101.0,237775.0,324563.0,229963.0,381197.0,258050.0,405260.0,250215.0,228395.0,229918.0,472751.0,284105.36805555556,64323.12456627633,0.22640587542048213
59,432950.0,255659.0,229907.0,234307.0,387009.0,318938.0,238722.0,294056.0,323415.0,403100.0,230545.0,250583.0,296881.0,429402.0,276230.0,277970.0,241535.0,424062.0,268466.0,228095.0,248141.0,336256.0,397044.0,231149.0,240624.0,228228.0,232138.0,304281.0,288341.0,284522.0,348065.0,368543.0,230847.0,227603.0,333699.0,230509.0,231387.0,228564.0,226362.0,284182.0,253949.0,257467.0,240947.0,234144.0,230356.0,230093.0,231840.0,251313.0,226918.0,233410.0,230352.0,382353.0,365061.0,248054.0,330366.0,386143.0,399114.0,234572.0,269309.0,260311.0,260015.0,388630.0,352878.0,228026.0,240470.0,375299.0,341383.0,314701.0,239708.0,229113.0,227997.0,345806.0,330374.0,342143.0,350909.0,365824.0,443371.0,404461.0,229760.0,329420.0,314978.0,408502.0,494149.0,312694.0,249130.0,275602.0,337674.0,446814.0,227829.0,244451.0,277284.0,309150.0,277565.0,232835.0,241717.0,274974.0,250258.0,233003.0,229061.0,240939.0,286250.0,232976.0,253898.0,229692.0,256749.0,229154.0,250983.0,226894.0,255672.0,233363.0,228713.0,230305.0,228726.0,248235.0,228189.0,229388.0,235433.0,262490.0,244567.0,257398.0,306662.0,424090.0,235923.0,228059.0,271392.0,314370.0,356943.0,223432.0,231122.0,273065.0,435362.0,229089.0,263016.0,262362.0,390446.0,230153.0,350784.0,291436.0,377500.0,269449.0,409656.0,228711.0,234949.0,229705.0,494149.0,285930.8125,65232.23588743962,0.22813993118506465
60,432909.0,243951.0,228491.0,233843.0,432244.0,260733.0,251103.0,299301.0,376280.0,354637.0,229004.0,250061.0,339858.0,405347.0,273664.0,279963.0,269251.0,446904.0,233797.0,230053.0,227784.0,394191.0,352119.0,231714.0,244523.0,229283.0,235454.0,319547.0,313979.0,298758.0,371551.0,375290.0,237382.0,233099.0,337227.0,244963.0,231116.0,228472.0,237162.0,285126.0,255607.0,257610.0,239132.0,234139.0,228315.0,231233.0,233805.0,260968.0,230608.0,244927.0,237894.0,439807.0,317853.0,243805.0,333028.0,344264.0,431573.0,238986.0,260534.0,253482.0,283959.0,392529.0,359073.0,232151.0,235419.0,386442.0,349338.0,322073.0,242245.0,228430.0,228776.0,346798.0,425536.0,242410.0,369688.0,375846.0,414101.0,447829.0,327043.0,314519.0,296435.0,369320.0,450284.0,418612.0,233946.0,257708.0,297710.0,408308.0,227497.0,228963.0,265110.0,296368.0,280414.0,228695.0,235338.0,273172.0,244006.0,230634.0,229124.0,238386.0,282813.0,231726.0,255900.0,228896.0,261635.0,228733.0,253878.0,232847.0,263242.0,236117.0,228495.0,226881.0,229625.0,253267.0,233980.0,234931.0,227372.0,272774.0,254607.0,301418.0,297716.0,433231.0,230703.0,233525.0,267144.0,319765.0,357936.0,243473.0,233483.0,287615.0,396188.0,229885.0,287675.0,303082.0,389081.0,234051.0,373177.0,375175.0,381983.0,244630.0,403212.0,227671.0,225701.0,230472.0,450284.0,288872.56944444444,67011.64857597653,0.23197650335873832
61,410076.0,235326.0,228762.0,234968.0,450159.0,237700.0,279495.0,290137.0,429838.0,288516.0,233257.0,247995.0,373899.0,359625.0,275804.0,282680.0,305833.0,433659.0,231546.0,230293.0,257053.0,431396.0,294390.0,240187.0,241350.0,228990.0,249272.0,307353.0,317154.0,281673.0,370104.0,388449.0,242889.0,252794.0,324396.0,260462.0,230585.0,228408.0,233972.0,264162.0,255152.0,257994.0,239876.0,234614.0,227266.0,236555.0,241062.0,303898.0,239380.0,258737.0,272126.0,471452.0,302747.0,242061.0,322748.0,324011.0,433604.0,240563.0,271333.0,251041.0,310186.0,416561.0,362690.0,236339.0,228349.0,396065.0,327788.0,304313.0,245039.0,230530.0,229802.0,341966.0,471574.0,287789.0,368916.0,373615.0,367195.0,460880.0,451400.0,230333.0,285086.0,319743.0,404719.0,470332.0,229405.0,239326.0,276618.0,371653.0,260899.0,233925.0,259975.0,285871.0,282099.0,227855.0,232266.0,268548.0,258635.0,237161.0,229024.0,238242.0,273945.0,230642.0,253516.0,229675.0,263879.0,228821.0,251115.0,229477.0,267840.0,237747.0,229733.0,228576.0,230454.0,260407.0,233583.0,259638.0,232745.0,281116.0,277771.0,354309.0,293927.0,408103.0,268191.0,232023.0,270607.0,322593.0,364227.0,235443.0,238825.0,279926.0,412287.0,229607.0,319817.0,331549.0,412806.0,239919.0,384019.0,382502.0,405221.0,260971.0,375052.0,252636.0,233423.0,229092.0,471574.0,291814.5416666667,68401.6710579942,0.23440117366093402
62,362950.0,231775.0,228861.0,235751.0,420922.0,230679.0,292083.0,302885.0,458656.0,256416.0,234393.0,248037.0,432249.0,294302.0,270878.0,288523.0,360053.0,389466.0,239930.0,239192.0,300612.0,448271.0,265975.0,252427.0,259524.0,232672.0,238366.0,322765.0,299440.0,295909.0,354460.0,382047.0,253602.0,251416.0,329313.0,254366.0,232471.0,231161.0,236929.0,285593.0,254079.0,259340.0,239910.0,249948.0,232950.0,236650.0,242047.0,401330.0,241181.0,260735.0,320777.0,457915.0,292842.0,247454.0,321418.0,306297.0,409402.0,235290.0,292080.0,243338.0,339300.0,403216.0,360210.0,232054.0,246572.0,371440.0,351899.0,320907.0,232890.0,233600.0,235416.0,342461.0,465155.0,401447.0,231347.0,373467.0,341406.0,417791.0,512390.0,317904.0,272403.0,301452.0,346644.0,474735.0,237040.0,231350.0,255424.0,340061.0,288792.0,243303.0,251583.0,275278.0,301833.0,235340.0,231878.0,273260.0,273373.0,252146.0,233091.0,237325.0,277323.0,231732.0,254255.0,237145.0,261280.0,231845.0,251542.0,232094.0,271767.0,244521.0,230969.0,232020.0,236275.0,266390.0,231474.0,296171.0,248899.0,302420.0,319771.0,406399.0,286410.0,375302.0,324019.0,232382.0,262563.0,328106.0,350547.0,265795.0,248939.0,296444.0,452439.0,232293.0,349992.0,357710.0,407662.0,235351.0,384205.0,418849.0,405592.0,271103.0,346256.0,237255.0,232386.0,236678.0,512390.0,295694.8333333333,67932.18009212898,0.22973746049715327
63,304084.0,250570.0,251534.0,255360.0,381114.0,249601.0,337975.0,367310.0,441816.0,259557.0,258961.0,263106.0,475591.0,260998.0,270878.0,291623.0,423719.0,339659.0,308417.0,254045.0,349438.0,427599.0,261912.0,304395.0,304657.0,250933.0,253871.0,335946.0,335663.0,334219.0,382759.0,408103.0,304345.0,297108.0,368720.0,306005.0,252923.0,247168.0,251116.0,296953.0,264666.0,268809.0,261004.0,332456.0,256167.0,257208.0,250836.0,471643.0,252961.0,283290.0,379571.0,434643.0,285673.0,273329.0,334057.0,299133.0,388203.0,264048.0,253316.0,264025.0,378683.0,378121.0,279730.0,268045.0,288446.0,282743.0,273598.0,258366.0,263218.0,276160.0,266158.0,335691.0,436002.0,478992.0,369863.0,371372.0,317727.0,373941.0,469085.0,463189.0,279293.0,272900.0,312207.0,424033.0,256670.0,250011.0,263156.0,330422.0,266536.0,250229.0,263467.0,282802.0,327249.0,251442.0,255850.0,284050.0,255155.0,253897.0,250516.0,265600.0,327454.0,254808.0,264256.0,263797.0,279690.0,254253.0,263770.0,263532.0,303836.0,271648.0,257232.0,266436.0,263362.0,289586.0,262962.0,350922.0,273990.0,334417.0,381061.0,478001.0,302650.0,357837.0,382806.0,249827.0,292493.0,347751.0,379703.0,267908.0,294565.0,331781.0,415464.0,252660.0,382845.0,420789.0,413585.0,255148.0,382473.0,417946.0,413916.0,320149.0,294683.0,271971.0,250677.0,250927.0,478992.0,311631.74305555556,63457.27245849352,0.2036290393151021
64,263705.0,236913.0,248024.0,240489.0,294607.0,241266.0,325898.0,331096.0,383565.0,239887.0,241377.0,250072.0,458239.0,237745.0,262228.0,272604.0,476304.0,265138.0,261109.0,245627.0,397915.0,380907.0,245426.0,250114.0,241570.0,245799.0,241750.0,340612.0,329586.0,326557.0,394032.0,408072.0,241181.0,240452.0,338992.0,241982.0,238882.0,246399.0,236722.0,269068.0,259148.0,258536.0,244526.0,412949.0,245313.0,251054.0,252029.0,500198.0,247531.0,239626.0,412554.0,385743.0,274050.0,265552.0,294125.0,277314.0,347879.0,242547.0,298419.0,238491.0,389452.0,374832.0,374926.0,238718.0,307089.0,363612.0,351186.0,335665.0,265427.0,242798.0,237448.0,352126.0,387312.0,466274.0,496311.0,258631.0,309318.0,354249.0,412248.0,516017.0,245968.0,266343.0,276322.0,383369.0,272271.0,240526.0,238686.0,280132.0,326004.0,243250.0,242843.0,264626.0,318931.0,236397.0,239976.0,269854.0,291287.0,259415.0,240063.0,242156.0,318338.0,244926.0,256317.0,240354.0,268500.0,239212.0,254565.0,235725.0,278851.0,257890.0,240423.0,267617.0,250304.0,289806.0,280359.0,401876.0,293677.0,360241.0,425950.0,483717.0,285100.0,299729.0,421778.0,236186.0,265875.0,306988.0,265888.0,230711.0,277174.0,276300.0,455534.0,239773.0,393324.0,425775.0,438647.0,242431.0,360311.0,440869.0,406784.0,287685.0,259241.0,242914.0,237141.0,239258.0,516017.0,301497.34027777775,72331.43242981912,0.23990736489807238
65,250538.0,241590.0,241540.0,239323.0,248692.0,246575.0,327359.0,336123.0,303571.0,237935.0,242931.0,251698.0,400586.0,242143.0,266808.0,274631.0,475855.0,237158.0,280311.0,245341.0,447791.0,304130.0,241450.0,268209.0,260657.0,239062.0,241929.0,316688.0,335255.0,291234.0,406066.0,351010.0,256500.0,252629.0,367975.0,276831.0,236724.0,248088.0,241593.0,355663.0,261002.0,259799.0,246744.0,475229.0,239323.0,248332.0,314878.0,469031.0,240454.0,237768.0,430058.0,350495.0,271785.0,273884.0,291662.0,277717.0,311840.0,246473.0,276328.0,240207.0,384605.0,408967.0,390004.0,242867.0,338038.0,373281.0,390134.0,348141.0,277910.0,246292.0,240211.0,358377.0,349269.0,429553.0,514585.0,418373.0,301759.0,329415.0,367466.0,475482.0,237739.0,250430.0,263059.0,345211.0,267321.0,272514.0,240987.0,269922.0,293771.0,252471.0,240342.0,263548.0,287403.0,237479.0,237611.0,270612.0,282192.0,261070.0,237946.0,240871.0,285319.0,240021.0,253345.0,234724.0,274536.0,241059.0,251125.0,236853.0,283277.0,264372.0,244398.0,299112.0,262042.0,307842.0,319844.0,463726.0,308721.0,404147.0,481462.0,397850.0,284140.0,270501.0,447621.0,256154.0,264393.0,293348.0,239971.0,259907.0,305261.0,273786.0,454535.0,240757.0,396346.0,419583.0,420798.0,248641.0,316331.0,420589.0,412920.0,287397.0,239923.0,272683.0,238821.0,238863.0,514585.0,301996.34027777775,70985.1301210882,0.23505294817743724
66,245202.0,240484.0,241038.0,238503.0,238961.0,251212.0,326174.0,344475.0,250885.0,234383.0,244756.0,249384.0,319420.0,241494.0,264460.0,275741.0,423147.0,237696.0,288996.0,238123.0,462013.0,249658.0,239860.0,268298.0,250036.0,235004.0,237764.0,270241.0,312800.0,316462.0,392716.0,263147.0,255369.0,254436.0,364917.0,369804.0,236793.0,238358.0,235446.0,437086.0,258407.0,260506.0,269821.0,479013.0,241582.0,252557.0,395704.0,427129.0,249454.0,255214.0,420419.0,326690.0,269632.0,286861.0,285803.0,273648.0,288571.0,242901.0,274728.0,239963.0,366440.0,372560.0,393961.0,248610.0,371850.0,359371.0,383354.0,357624.0,302029.0,246959.0,238371.0,372816.0,328004.0,384092.0,456884.0,522941.0,282415.0,306843.0,330065.0,415494.0,238060.0,239304.0,250113.0,320053.0,318217.0,269580.0,240797.0,258024.0,323070.0,261648.0,239729.0,257873.0,327266.0,240871.0,237121.0,267540.0,283265.0,277932.0,241643.0,239788.0,298463.0,239062.0,253393.0,240826.0,276910.0,238916.0,251485.0,243175.0,293094.0,275408.0,256510.0,346851.0,276281.0,325176.0,386304.0,479036.0,354152.0,454214.0,465750.0,285807.0,279021.0,254001.0,440824.0,304178.0,261421.0,271336.0,245502.0,241296.0,337796.0,266422.0,462458.0,240125.0,380648.0,419518.0,420321.0,247032.0,265636.0,402160.0,410512.0,281450.0,238583.0,260887.0,239125.0,237653.0,522941.0,300726.6666666667,70086.30131983315,0.23305648979083932
67,237931.0,234964.0,231040.0,233910.0,230372.0,245638.0,323752.0,334075.0,232555.0,231237.0,245560.0,245283.0,258596.0,248930.0,263470.0,274237.0,334917.0,247586.0,321592.0,241055.0,442584.0,236008.0,233696.0,292875.0,245242.0,234679.0,241466.0,262360.0,323183.0,312414.0,379643.0,361773.0,263232.0,246193.0,341795.0,438656.0,233048.0,233021.0,232173.0,457182.0,258027.0,258551.0,344999.0,445947.0,238193.0,234507.0,432792.0,376120.0,243237.0,287982.0,404550.0,315162.0,269080.0,301674.0,277014.0,269287.0,270995.0,252361.0,292561.0,241993.0,343759.0,355935.0,388836.0,293845.0,393415.0,319008.0,386543.0,357685.0,345432.0,249990.0,232997.0,375178.0,313556.0,348816.0,389726.0,496079.0,272389.0,282278.0,299806.0,365942.0,239697.0,240486.0,233819.0,289307.0,341891.0,295882.0,242963.0,247911.0,341524.0,256562.0,233364.0,254415.0,312027.0,236816.0,233429.0,268097.0,293837.0,253420.0,242582.0,235930.0,304714.0,235580.0,249807.0,234496.0,272645.0,234050.0,248276.0,262809.0,302523.0,279279.0,280857.0,401888.0,292265.0,358573.0,441694.0,440164.0,402517.0,461405.0,368939.0,242612.0,278452.0,237189.0,417906.0,386937.0,266384.0,260354.0,264045.0,245393.0,370741.0,249954.0,436490.0,231969.0,352661.0,400972.0,400465.0,237727.0,243212.0,382958.0,388696.0,305709.0,228248.0,262209.0,230967.0,230909.0,496079.0,298428.9513888889,67062.6425231301,0.22471895642504
68,232153.0,231664.0,230137.0,231573.0,233936.0,250428.0,331656.0,339395.0,228349.0,226076.0,253931.0,242614.0,240638.0,238993.0,257973.0,270012.0,258433.0,239354.0,309355.0,238482.0,355455.0,262747.0,231394.0,272395.0,235936.0,229356.0,229164.0,345105.0,331356.0,314397.0,387427.0,430197.0,249491.0,251414.0,324679.0,460156.0,231864.0,232797.0,273469.0,448579.0,254537.0,256370.0,412957.0,416468.0,232669.0,227954.0,457110.0,349553.0,235565.0,327935.0,367186.0,306433.0,267502.0,311958.0,270680.0,260222.0,257376.0,254152.0,297173.0,233156.0,315927.0,347424.0,391207.0,278435.0,389989.0,276851.0,374809.0,378102.0,384632.0,255965.0,231231.0,369735.0,298620.0,329777.0,347449.0,437324.0,255110.0,267207.0,287843.0,321661.0,250664.0,237108.0,229485.0,267878.0,358546.0,285901.0,232022.0,239921.0,341213.0,266945.0,231900.0,252896.0,306742.0,234236.0,231149.0,267879.0,263361.0,259863.0,236900.0,235106.0,308666.0,228052.0,248313.0,234949.0,266336.0,234819.0,246890.0,298648.0,302974.0,305141.0,319610.0,454099.0,319530.0,394956.0,460529.0,349561.0,448754.0,431882.0,278049.0,226656.0,273084.0,227577.0,377085.0,446156.0,268261.0,243757.0,292706.0,253031.0,404225.0,242975.0,406294.0,229334.0,316453.0,401948.0,400697.0,237676.0,232519.0,398101.0,391511.0,277036.0,232191.0,269814.0,225881.0,232937.0,460529.0,295751.125,67524.76426517687,0.2283161704462726
69,232453.0,227770.0,226860.0,232954.0,224778.0,250087.0,310905.0,349802.0,224686.0,227621.0,241496.0,242377.0,232965.0,234885.0,258944.0,271466.0,232963.0,253144.0,318457.0,239069.0,266010.0,301876.0,230549.0,280775.0,246494.0,232181.0,227807.0,412467.0,324648.0,292239.0,396828.0,444732.0,248503.0,240743.0,235164.0,449878.0,231828.0,228971.0,343970.0,418451.0,254566.0,253123.0,454983.0,378840.0,231043.0,259783.0,460855.0,337375.0,240506.0,367686.0,329129.0,293903.0,266216.0,328892.0,266608.0,254330.0,246086.0,245296.0,284874.0,227892.0,291612.0,322168.0,400774.0,288738.0,362893.0,248958.0,388598.0,362447.0,420190.0,258904.0,233264.0,376369.0,287381.0,311854.0,315926.0,375440.0,240509.0,249649.0,276524.0,271421.0,263028.0,233651.0,227159.0,249490.0,356846.0,305996.0,238343.0,235321.0,350954.0,257980.0,231665.0,251337.0,310065.0,233486.0,226131.0,265313.0,284424.0,250444.0,229459.0,237580.0,281636.0,230559.0,246153.0,244925.0,274097.0,241160.0,251566.0,332615.0,314952.0,322759.0,381608.0,450857.0,349913.0,452648.0,438967.0,274364.0,457279.0,346234.0,239198.0,225711.0,277939.0,229722.0,335915.0,474490.0,280871.0,237776.0,321753.0,230537.0,422594.0,247009.0,417995.0,230492.0,272469.0,398808.0,394210.0,234816.0,229450.0,394312.0,398138.0,266622.0,225110.0,253196.0,231320.0,232539.0,474490.0,292967.75694444444,68983.07883985496,0.23546304057253728
70,226587.0,223898.0,225269.0,228714.0,238347.0,242166.0,357215.0,339699.0,222592.0,225322.0,238119.0,237702.0,225814.0,253093.0,256691.0,267853.0,225536.0,262920.0,325997.0,233700.0,224951.0,332511.0,226718.0,286076.0,238829.0,225508.0,229227.0,444007.0,354582.0,291526.0,226238.0,443209.0,243949.0,253344.0,312256.0,412680.0,227482.0,223572.0,408656.0,380274.0,248991.0,262541.0,457188.0,365466.0,230378.0,325108.0,423540.0,321292.0,241014.0,394807.0,313263.0,290258.0,268648.0,335957.0,258938.0,246625.0,238308.0,238750.0,297202.0,232364.0,270755.0,300208.0,384210.0,291417.0,339619.0,228804.0,365474.0,357399.0,420424.0,264030.0,232363.0,360865.0,273314.0,286717.0,295228.0,322713.0,228339.0,230581.0,265522.0,246946.0,295008.0,235155.0,229669.0,237634.0,358371.0,304282.0,238866.0,230132.0,355860.0,260884.0,226736.0,252543.0,310823.0,231333.0,225389.0,263583.0,256793.0,252836.0,228579.0,240812.0,288500.0,226005.0,243273.0,257645.0,272721.0,250921.0,270437.0,387858.0,326390.0,345346.0,440234.0,421221.0,401550.0,459778.0,342412.0,242360.0,418643.0,277313.0,228032.0,219340.0,278456.0,228458.0,310199.0,455712.0,306117.0,236768.0,334269.0,269192.0,423744.0,253168.0,401622.0,226193.0,240927.0,401374.0,401095.0,234159.0,224054.0,393218.0,397299.0,262561.0,228007.0,259523.0,224011.0,225185.0,459778.0,290062.3125,67834.83418624943,0.23386297103402368
71,225153.0,223152.0,222747.0,229634.0,232924.0,237403.0,343461.0,329077.0,228114.0,221190.0,245836.0,237435.0,224542.0,235535.0,254440.0,270673.0,218874.0,277638.0,314560.0,233745.0,241010.0,346108.0,224848.0,293651.0,233570.0,225389.0,229520.0,446276.0,343647.0,288330.0,284247.0,403873.0,239564.0,238542.0,384276.0,366513.0,226968.0,223697.0,436724.0,354539.0,247194.0,304715.0,437653.0,350532.0,222656.0,399126.0,380542.0,314963.0,230196.0,412035.0,294132.0,283036.0,269430.0,341886.0,249744.0,238499.0,231432.0,230965.0,313487.0,236099.0,251961.0,279403.0,375044.0,307439.0,321087.0,231135.0,359170.0,349250.0,404445.0,273813.0,232094.0,362319.0,265158.0,282440.0,280981.0,275439.0,224254.0,223502.0,260567.0,231037.0,287613.0,233699.0,239993.0,231509.0,370053.0,297934.0,238189.0,227146.0,343451.0,260469.0,225079.0,251849.0,302872.0,231249.0,219792.0,261184.0,250986.0,241367.0,221569.0,238177.0,301098.0,228294.0,246338.0,278346.0,274455.0,261131.0,303689.0,437851.0,325391.0,392043.0,458547.0,337572.0,435928.0,430126.0,265740.0,231151.0,347991.0,247945.0,224961.0,223447.0,278993.0,237510.0,286238.0,425181.0,325326.0,246708.0,339294.0,344129.0,401856.0,287738.0,399585.0,226752.0,227873.0,386557.0,393974.0,227514.0,225838.0,385366.0,381528.0,275101.0,226005.0,262750.0,219801.0,226370.0,458547.0,288059.0,65828.4780952236,0.22852428875759342
