Interval,Processor0,Processor1,Processor2,Processor3,Processor4,Processor5,Processor6,Processor7,Processor8,Processor9,Processor10,Processor11,Processor12,Processor13,Processor14,Processor15,Processor16,Processor17,Processor18,Processor19,Processor20,Processor21,Processor22,Processor23,Processor24,Processor25,Processor26,Processor27,Processor28,Processor29,Processor30,Processor31,Processor32,Processor33,Processor34,Processor35,Processor36,Processor37,Processor38,Processor39,Processor40,Processor41,Processor42,Processor43,Processor44,Processor45,Processor46,Processor47,Processor48,Processor49,Processor50,Processor51,Processor52,Processor53,Processor54,Processor55,Processor56,Processor57,Processor58,Processor59,Processor60,Processor61,Processor62,Processor63,Processor64,Processor65,Processor66,Processor67,Processor68,Processor69,Processor70,Processor71,Processor72,Processor73,Processor74,Processor75,Processor76,Processor77,Processor78,Processor79,Processor80,Processor81,Processor82,Processor83,Processor84,Processor85,Processor86,Processor87,Processor88,Processor89,Processor90,Processor91,Processor92,Processor93,Processor94,Processor95,Processor96,Processor97,Processor98,Processor99,Processor100,Processor101,Processor102,Processor103,Processor104,Processor105,Processor106,Processor107,Processor108,Processor109,Processor110,Processor111,Processor112,Processor113,Processor114,Processor115,Processor116,Processor117,Processor118,Processor119,Processor120,Processor121,Processor122,Processor123,Processor124,Processor125,Processor126,Processor127,Processor128,Processor129,Processor130,Processor131,Processor132,Processor133,Processor134,Processor135,Processor136,Processor137,Processor138,Processor139,Processor140,Processor141,Processor142,Processor143,Max,Mean,SD,CV
17,233007.0,243341.0,225736.0,456447.0,349639.0,299258.0,301141.0,417448.0,316064.0,226021.0,402242.0,356215.0,236922.0,302051.0,448130.0,360126.0,239380.0,242997.0,439706.0,308549.0,363850.0,378547.0,366692.0,280797.0,285898.0,255584.0,229759.0,228718.0,279735.0,225922.0,243966.0,303951.0,300114.0,235071.0,222296.0,221637.0,313338.0,270802.0,226933.0,223730.0,310077.0,294236.0,277428.0,237147.0,271979.0,277786.0,270600.0,256337.0,265290.0,246556.0,225964.0,246280.0,268446.0,227075.0,261331.0,232537.0,295645.0,241724.0,390202.0,268483.0,410725.0,349013.0,388571.0,249053.0,262735.0,225592.0,320911.0,377012.0,359122.0,226302.0,243378.0,352254.0,229866.0,234244.0,222888.0,230146.0,308266.0,258109.0,227090.0,278696.0,239885.0,235784.0,300882.0,433707.0,276866.0,370957.0,456312.0,341633.0,421405.0,401085.0,277248.0,239025.0,329607.0,225754.0,226931.0,252870.0,233242.0,287581.0,235085.0,225157.0,272721.0,303582.0,225105.0,226225.0,243347.0,229390.0,227024.0,254832.0,268394.0,254818.0,238882.0,253442.0,225405.0,222492.0,357423.0,334682.0,315203.0,225310.0,277171.0,356550.0,262447.0,229764.0,420030.0,275115.0,227925.0,257227.0,287862.0,236333.0,241480.0,398953.0,370689.0,239857.0,231890.0,398777.0,232323.0,307306.0,244965.0,405138.0,359521.0,387541.0,227336.0,230609.0,231522.0,445519.0,456447.0,287874.99305555556,65165.42808578885,0.22636710258891052
18,262596.0,263186.0,285572.0,447862.0,350623.0,309372.0,384306.0,368441.0,346642.0,254991.0,438024.0,340635.0,259349.0,259801.0,455015.0,354573.0,268063.0,320983.0,403588.0,302946.0,390681.0,433264.0,331838.0,288276.0,274681.0,295519.0,275711.0,249545.0,285228.0,248929.0,257198.0,280937.0,298935.0,256203.0,254060.0,258519.0,316806.0,287273.0,258442.0,257673.0,312373.0,306047.0,315014.0,288916.0,288691.0,293859.0,293741.0,284225.0,276545.0,277824.0,257978.0,286537.0,288633.0,263107.0,252740.0,257345.0,297650.0,252509.0,264136.0,250204.0,372683.0,270741.0,264907.0,292967.0,322913.0,256598.0,317810.0,412160.0,378258.0,257667.0,251100.0,288356.0,255960.0,256623.0,248181.0,254668.0,249382.0,252018.0,254725.0,317036.0,250524.0,276349.0,354878.0,440882.0,319035.0,431222.0,441665.0,284297.0,463978.0,324525.0,263791.0,253129.0,269848.0,255068.0,255826.0,258477.0,261874.0,303477.0,277518.0,252320.0,342235.0,340814.0,249184.0,267679.0,257236.0,255760.0,254015.0,289332.0,282444.0,291905.0,266591.0,280395.0,258873.0,253674.0,380051.0,365016.0,314967.0,255041.0,310090.0,390172.0,273016.0,254532.0,407678.0,295802.0,250764.0,284354.0,297886.0,285114.0,279377.0,392690.0,395002.0,290834.0,256387.0,401687.0,263130.0,307155.0,261786.0,385306.0,260901.0,353993.0,255048.0,272961.0,253944.0,453086.0,463978.0,301636.8263888889,56057.33855508644,0.18584381498170865
19,239937.0,247514.0,352699.0,391251.0,316271.0,287347.0,428993.0,322098.0,304920.0,230919.0,459952.0,318157.0,241679.0,271664.0,440624.0,347904.0,246249.0,385998.0,353068.0,291553.0,367555.0,437395.0,305876.0,277138.0,251184.0,258185.0,236707.0,243108.0,265528.0,233941.0,237198.0,306675.0,288654.0,232132.0,232811.0,234345.0,305964.0,257214.0,233487.0,229827.0,300419.0,296839.0,268352.0,250910.0,267658.0,279617.0,268941.0,264636.0,261354.0,251401.0,233725.0,260065.0,273857.0,237410.0,237802.0,235416.0,274202.0,249164.0,384739.0,242829.0,334321.0,351518.0,385175.0,284516.0,387218.0,255147.0,305962.0,436781.0,370203.0,243436.0,231968.0,242521.0,235082.0,236450.0,241192.0,236552.0,239591.0,253506.0,263519.0,359727.0,250334.0,321103.0,437262.0,438710.0,371337.0,430925.0,361626.0,251845.0,430877.0,255373.0,247023.0,235153.0,232287.0,237350.0,240312.0,249678.0,260134.0,328504.0,264313.0,233944.0,329025.0,293764.0,232061.0,231095.0,243886.0,237396.0,236523.0,269933.0,269020.0,252645.0,255906.0,268106.0,233103.0,234094.0,370170.0,329470.0,316726.0,235651.0,279103.0,339932.0,265350.0,232900.0,379640.0,298945.0,232154.0,296002.0,286807.0,262664.0,256738.0,376608.0,392173.0,251471.0,254100.0,407523.0,241071.0,278254.0,256841.0,385229.0,251162.0,319649.0,237690.0,256581.0,284607.0,399304.0,459952.0,290184.75,61024.75178456734,0.21029620538145902
20,239779.0,243100.0,412916.0,340121.0,313500.0,306344.0,444325.0,291392.0,316060.0,271012.0,439483.0,299985.0,247092.0,354742.0,405379.0,347442.0,251328.0,449432.0,321950.0,286524.0,231922.0,448655.0,296443.0,274568.0,235726.0,256727.0,235909.0,235278.0,253414.0,234831.0,240448.0,314870.0,279116.0,231395.0,239122.0,233793.0,300389.0,257160.0,232226.0,231955.0,291004.0,287558.0,271539.0,254567.0,268102.0,280654.0,263054.0,267354.0,265149.0,245825.0,235334.0,262677.0,268764.0,252260.0,250399.0,235037.0,269510.0,245642.0,389081.0,240031.0,310895.0,383353.0,372480.0,305298.0,434259.0,266339.0,283649.0,428087.0,366085.0,240546.0,234312.0,239601.0,242858.0,237379.0,232521.0,243936.0,231856.0,280756.0,292509.0,415799.0,279839.0,370159.0,452638.0,381244.0,408924.0,422662.0,272233.0,239697.0,362731.0,232998.0,240182.0,232140.0,241421.0,252955.0,241226.0,247497.0,245096.0,333194.0,268880.0,234274.0,358900.0,303487.0,233124.0,237032.0,242201.0,247318.0,235769.0,282217.0,267922.0,248650.0,249259.0,260560.0,232818.0,238393.0,386613.0,334314.0,300130.0,231287.0,283566.0,352898.0,263888.0,236576.0,346406.0,328790.0,231790.0,299581.0,272915.0,280169.0,247679.0,391115.0,363420.0,255774.0,237028.0,395682.0,243251.0,269733.0,250881.0,395577.0,268109.0,292836.0,238307.0,249359.0,336204.0,356347.0,452638.0,290067.8958333333,61242.70629336184,0.21113231478932976
21,242339.0,258698.0,437434.0,318218.0,291993.0,236233.0,439815.0,274379.0,317298.0,352845.0,406004.0,295516.0,246739.0,422265.0,361397.0,346542.0,244612.0,447250.0,303955.0,282894.0,284909.0,407851.0,281824.0,272019.0,237417.0,256388.0,237488.0,237974.0,245364.0,239345.0,250169.0,272965.0,275415.0,235352.0,232251.0,234339.0,292055.0,251144.0,237596.0,237613.0,293113.0,286596.0,271558.0,259062.0,268918.0,279147.0,268960.0,268151.0,262474.0,246149.0,242628.0,265641.0,268166.0,247173.0,246848.0,237661.0,267406.0,254208.0,393533.0,237933.0,287190.0,397299.0,361967.0,325048.0,452593.0,287359.0,270508.0,379928.0,243286.0,241336.0,238889.0,270195.0,243224.0,235798.0,238743.0,266023.0,251661.0,303438.0,342495.0,461329.0,310997.0,431493.0,452181.0,298367.0,460275.0,344997.0,240874.0,237024.0,286677.0,233070.0,238009.0,235580.0,336636.0,259200.0,236213.0,246699.0,268573.0,361477.0,277073.0,238944.0,387338.0,304610.0,237556.0,236136.0,243140.0,238380.0,237302.0,267225.0,268661.0,248181.0,245123.0,267875.0,240387.0,237777.0,385571.0,348546.0,321580.0,233619.0,267891.0,370313.0,263011.0,235006.0,303327.0,373588.0,234380.0,310526.0,256854.0,308920.0,250601.0,390639.0,340184.0,264574.0,250812.0,394752.0,247187.0,265481.0,248186.0,390978.0,282901.0,273963.0,242862.0,262546.0,388539.0,324852.0,461329.0,290942.8958333333,61345.2263371585,0.21084971386378212
22,244990.0,236075.0,454869.0,296830.0,293610.0,296540.0,400258.0,265841.0,298943.0,422795.0,356584.0,283247.0,230471.0,443694.0,354686.0,340465.0,258039.0,445549.0,295327.0,273541.0,359436.0,359692.0,272671.0,267239.0,236249.0,257640.0,245422.0,245863.0,243664.0,239437.0,247653.0,261084.0,264749.0,242347.0,231275.0,242686.0,287678.0,250959.0,242620.0,249069.0,289384.0,272832.0,263387.0,264865.0,266996.0,277861.0,266739.0,266762.0,259431.0,251289.0,245060.0,265942.0,262279.0,243415.0,237909.0,244360.0,263833.0,290742.0,392299.0,250967.0,269267.0,391488.0,358459.0,357239.0,433273.0,303519.0,258793.0,329463.0,278695.0,235244.0,235972.0,351355.0,242415.0,254312.0,265175.0,317416.0,272199.0,331226.0,418808.0,446298.0,346770.0,441116.0,379050.0,260115.0,450347.0,262039.0,240775.0,241498.0,248478.0,229872.0,241035.0,244143.0,361485.0,244966.0,236567.0,248764.0,280755.0,361697.0,278269.0,236901.0,372190.0,301525.0,246444.0,241040.0,248148.0,233182.0,237597.0,275450.0,265578.0,246088.0,236955.0,263082.0,244596.0,241839.0,378452.0,332635.0,305702.0,240871.0,271005.0,364766.0,264914.0,232239.0,264074.0,428234.0,242553.0,329987.0,247195.0,336342.0,267710.0,386247.0,303724.0,267110.0,234880.0,402073.0,245115.0,267733.0,257961.0,394506.0,291761.0,262985.0,232658.0,242850.0,417886.0,293615.0,454869.0,291408.9861111111,60907.00383336994,0.2090086673241667
23,230494.0,257212.0,451235.0,285097.0,309002.0,379547.0,343297.0,256556.0,323583.0,449339.0,322055.0,276534.0,246683.0,456523.0,327895.0,335183.0,328541.0,399254.0,286546.0,269250.0,428089.0,317555.0,272293.0,257726.0,236139.0,254900.0,244352.0,262316.0,235645.0,235303.0,245802.0,235160.0,265266.0,244691.0,232656.0,243640.0,279144.0,249304.0,237441.0,257950.0,284174.0,274380.0,267144.0,268164.0,266740.0,270060.0,261032.0,265794.0,257725.0,246512.0,239051.0,269722.0,261184.0,271054.0,240862.0,249834.0,259540.0,300175.0,395523.0,259287.0,263584.0,384808.0,331436.0,378543.0,385587.0,313729.0,248567.0,278919.0,367632.0,243630.0,232146.0,335798.0,247101.0,277295.0,286942.0,378288.0,295431.0,367445.0,454969.0,399632.0,403395.0,444010.0,283979.0,249018.0,386883.0,235976.0,237867.0,242528.0,235233.0,231045.0,241610.0,237866.0,379405.0,267887.0,237274.0,248675.0,293467.0,340380.0,274962.0,235039.0,377414.0,326618.0,245777.0,234307.0,248244.0,235845.0,238964.0,269973.0,265016.0,240707.0,238004.0,255244.0,238632.0,239516.0,371198.0,331159.0,335825.0,237969.0,271566.0,344079.0,261189.0,238669.0,252961.0,435341.0,239879.0,339914.0,241337.0,380044.0,232496.0,400558.0,338586.0,285015.0,244138.0,403725.0,281776.0,261596.0,247123.0,400603.0,300834.0,251794.0,235244.0,237279.0,442001.0,269634.0,456523.0,292520.34027777775,61979.44420701593,0.21188080168428683
24,232925.0,322065.0,409259.0,278257.0,283730.0,435763.0,303299.0,257051.0,234920.0,473160.0,301991.0,278381.0,305510.0,442052.0,332896.0,332188.0,410916.0,348831.0,286345.0,267758.0,448190.0,290040.0,272159.0,253494.0,235786.0,253633.0,246889.0,285066.0,235507.0,235758.0,250061.0,238906.0,261185.0,241618.0,237171.0,248103.0,275693.0,248679.0,241570.0,273380.0,287047.0,274466.0,274319.0,267754.0,268957.0,269135.0,270140.0,268269.0,255145.0,245759.0,237917.0,272351.0,256961.0,272307.0,234340.0,257892.0,257367.0,299744.0,386864.0,272838.0,253186.0,387277.0,298253.0,392714.0,358871.0,313393.0,246257.0,254185.0,431934.0,254293.0,237555.0,373086.0,258375.0,308208.0,337992.0,441313.0,326907.0,409069.0,458589.0,310119.0,450985.0,364897.0,249341.0,248805.0,308294.0,227370.0,235446.0,239127.0,244463.0,254141.0,237417.0,240248.0,379430.0,264717.0,241060.0,249278.0,296771.0,358309.0,280909.0,241875.0,379764.0,317162.0,233564.0,231608.0,248903.0,240065.0,238165.0,274199.0,263491.0,273426.0,245308.0,275366.0,238906.0,235128.0,378381.0,327967.0,263939.0,238147.0,280433.0,349540.0,260822.0,239437.0,249740.0,442925.0,238394.0,352008.0,253290.0,395789.0,255618.0,398105.0,386714.0,305521.0,242653.0,419943.0,362617.0,260023.0,253767.0,402535.0,310613.0,247554.0,236491.0,238695.0,441492.0,260008.0,473160.0,295086.3333333333,64211.6579874714,0.2176029545730845
25,241009.0,402721.0,362821.0,265590.0,245649.0,463368.0,271785.0,252206.0,271990.0,452813.0,282649.0,271772.0,395106.0,390976.0,322681.0,333770.0,459463.0,316900.0,277982.0,262193.0,459061.0,267859.0,268205.0,254957.0,257877.0,255435.0,254434.0,338405.0,236597.0,247440.0,231903.0,262832.0,263834.0,242812.0,235512.0,255398.0,272059.0,250790.0,243626.0,287096.0,280358.0,272063.0,278284.0,276492.0,268159.0,270355.0,268088.0,273983.0,254352.0,243863.0,246082.0,275368.0,259216.0,297212.0,240730.0,269139.0,259645.0,334170.0,382980.0,300744.0,249179.0,408323.0,286886.0,384013.0,333015.0,311964.0,246742.0,239438.0,452304.0,286601.0,235781.0,381433.0,279961.0,336934.0,409737.0,454780.0,353353.0,447899.0,415720.0,256412.0,459121.0,286112.0,246305.0,247761.0,262052.0,251104.0,234801.0,240291.0,264479.0,267063.0,246423.0,248139.0,391598.0,271625.0,235752.0,250416.0,306060.0,350202.0,264630.0,236410.0,360606.0,323317.0,233735.0,233386.0,250380.0,240936.0,237168.0,277523.0,264261.0,262618.0,240199.0,258087.0,241326.0,237621.0,357476.0,352364.0,255800.0,240748.0,266564.0,349260.0,263234.0,235497.0,248187.0,415646.0,242819.0,357905.0,294857.0,402559.0,262065.0,397507.0,409146.0,322452.0,229252.0,409815.0,372581.0,263372.0,236194.0,398056.0,309419.0,243220.0,240342.0,258831.0,416714.0,253466.0,463368.0,297070.75694444444,65232.46219208894,0.2195856060119985
26,232971.0,448702.0,336736.0,259870.0,258599.0,455904.0,255506.0,240168.0,369801.0,388797.0,274467.0,267316.0,451849.0,356930.0,319067.0,324263.0,467556.0,292170.0,272227.0,257647.0,411012.0,256791.0,259928.0,245865.0,261150.0,254842.0,267187.0,409159.0,239573.0,241588.0,237907.0,309804.0,254407.0,236449.0,239397.0,268891.0,267845.0,244692.0,243225.0,308934.0,278746.0,276880.0,282478.0,286010.0,262460.0,273312.0,268861.0,280170.0,251000.0,242695.0,242633.0,287180.0,254638.0,339401.0,238005.0,279226.0,255993.0,336972.0,374367.0,337983.0,240437.0,403639.0,303921.0,359595.0,305461.0,296576.0,239577.0,250168.0,462026.0,334696.0,239137.0,366531.0,315923.0,369078.0,456002.0,426163.0,404370.0,440132.0,312324.0,239877.0,415535.0,246993.0,245744.0,237872.0,234532.0,271891.0,239059.0,239549.0,321988.0,296552.0,241527.0,235731.0,392270.0,291698.0,243936.0,244982.0,304077.0,337360.0,282802.0,237908.0,354248.0,294278.0,235294.0,237708.0,243979.0,237503.0,235776.0,280810.0,267491.0,259197.0,248490.0,253270.0,241648.0,236364.0,345071.0,336900.0,382280.0,244857.0,276896.0,332633.0,259437.0,260999.0,241066.0,385875.0,242925.0,353260.0,319460.0,395564.0,254466.0,406173.0,398334.0,355446.0,241815.0,412493.0,366956.0,266942.0,255814.0,400186.0,310582.0,236754.0,239816.0,307206.0,379297.0,243669.0,467556.0,298924.09027777775,64120.12268368657,0.21450302859198267
27,271146.0,474023.0,326281.0,294803.0,363784.0,411570.0,268934.0,261502.0,456577.0,340538.0,282858.0,287120.0,482242.0,342232.0,320531.0,340694.0,452635.0,289616.0,281332.0,276826.0,358022.0,269914.0,276192.0,264247.0,270240.0,286033.0,307678.0,476938.0,255486.0,257162.0,258255.0,375644.0,274192.0,267392.0,257327.0,313620.0,284914.0,274106.0,275977.0,324950.0,289590.0,292272.0,306035.0,309029.0,276912.0,277246.0,289696.0,297196.0,274363.0,278134.0,272193.0,294040.0,277113.0,271434.0,270182.0,293011.0,274563.0,260933.0,268238.0,358993.0,272055.0,317298.0,257575.0,329351.0,303194.0,294432.0,272098.0,316001.0,411728.0,385858.0,258070.0,397056.0,339941.0,432130.0,477610.0,333711.0,456418.0,375296.0,272866.0,253598.0,346744.0,251988.0,256477.0,259338.0,284995.0,312574.0,265118.0,255680.0,350298.0,306314.0,265696.0,255361.0,403871.0,303467.0,272752.0,268408.0,325864.0,360689.0,285421.0,256049.0,392866.0,321455.0,250704.0,258529.0,265359.0,263197.0,254218.0,290292.0,281861.0,280676.0,260921.0,297503.0,279257.0,255465.0,381833.0,338902.0,474545.0,277653.0,295216.0,328261.0,276268.0,269163.0,257436.0,332081.0,257912.0,311172.0,344785.0,389764.0,267416.0,419033.0,419819.0,371674.0,271211.0,426837.0,368605.0,294762.0,261119.0,422530.0,325362.0,281773.0,254936.0,368786.0,350142.0,282491.0,482242.0,312513.09722222225,59139.43810022202,0.1892382707345192
28,319655.0,459559.0,299111.0,246234.0,459758.0,344954.0,240955.0,241969.0,492293.0,301923.0,258745.0,277419.0,463654.0,319024.0,311731.0,305045.0,383396.0,273254.0,263230.0,258634.0,322206.0,240841.0,258812.0,244966.0,261181.0,259131.0,326176.0,468868.0,244266.0,241221.0,246339.0,460383.0,252296.0,242662.0,236490.0,374817.0,262528.0,245769.0,260125.0,346326.0,275845.0,280517.0,298539.0,325081.0,260909.0,276045.0,284627.0,294251.0,245528.0,245138.0,238489.0,295802.0,259641.0,257300.0,243148.0,316681.0,253067.0,295496.0,324667.0,385018.0,239479.0,409062.0,295220.0,290095.0,270474.0,272243.0,246062.0,366974.0,380958.0,428472.0,247072.0,389224.0,396803.0,468700.0,412482.0,253578.0,465860.0,282769.0,240082.0,238728.0,271152.0,244417.0,240955.0,239995.0,313892.0,320881.0,255681.0,241009.0,355304.0,278454.0,238464.0,236383.0,400932.0,270620.0,249873.0,250774.0,329300.0,391746.0,257883.0,241453.0,393225.0,274060.0,236379.0,251542.0,238601.0,247731.0,238519.0,259990.0,265236.0,255127.0,251525.0,269821.0,358512.0,233664.0,393755.0,323914.0,498459.0,381685.0,258155.0,314356.0,259354.0,266356.0,238725.0,287179.0,239747.0,341623.0,348034.0,357282.0,257753.0,412289.0,436939.0,379811.0,244743.0,436231.0,376432.0,287102.0,247568.0,338517.0,292776.0,236585.0,236785.0,416366.0,310426.0,236140.0,498459.0,302946.24305555556,69161.35954762345,0.22829581529070272
29,437559.0,394083.0,283328.0,241842.0,501989.0,301123.0,234359.0,237458.0,464015.0,285768.0,253810.0,273737.0,409546.0,313068.0,304313.0,298189.0,342549.0,265046.0,253348.0,250550.0,294547.0,234359.0,252616.0,240038.0,274936.0,263595.0,369103.0,425714.0,262084.0,235854.0,277665.0,464306.0,248016.0,236343.0,240757.0,442445.0,257211.0,247822.0,261723.0,381429.0,273587.0,280482.0,304616.0,340657.0,256268.0,277635.0,278356.0,305480.0,245187.0,242234.0,240883.0,305203.0,253542.0,254976.0,237349.0,345364.0,249381.0,325298.0,288651.0,379790.0,240169.0,411570.0,343200.0,267793.0,262572.0,256399.0,250207.0,381435.0,346002.0,442270.0,242990.0,401822.0,452117.0,433183.0,289322.0,231574.0,423004.0,241122.0,233604.0,240389.0,241005.0,238366.0,240553.0,239664.0,372861.0,350131.0,251869.0,244511.0,365272.0,292218.0,239714.0,240368.0,397564.0,287386.0,250672.0,250363.0,324064.0,379358.0,254864.0,246120.0,385357.0,254062.0,237960.0,249670.0,241004.0,246395.0,235420.0,253539.0,274521.0,250915.0,241602.0,251084.0,467395.0,241004.0,374801.0,315656.0,468836.0,476313.0,284460.0,287317.0,258455.0,261682.0,236682.0,268397.0,239823.0,362852.0,379266.0,308564.0,243209.0,409340.0,445317.0,389920.0,240967.0,420708.0,350447.0,295025.0,241272.0,243062.0,272607.0,235435.0,245894.0,445561.0,284920.0,236921.0,501989.0,301336.7083333333,71743.33469339726,0.23808362111009743
